,ValleyUnit,UnitShape,UnitForm,FormID,UnitID,Area,sthdNo.Redd,sthdNo.ReddBest,sthdSuitArea,sthdBestArea,sthdMedHSI,visit
10212,In-Channel,Convexity,Mound,84,84,0.289988818,NA,NA,NA,NA,0.079999998,547
10213,In-Channel,Convexity,Mound,85,85,2.820004864,NA,NA,0.070003066,NA,0.079999998,547
10214,In-Channel,Convexity,Mound,86,86,4.929904915,NA,NA,NA,NA,0.079999998,547
10215,In-Channel,Convexity,Mound,87,87,0.040002839,NA,NA,NA,NA,NA,547
10216,In-Channel,Convexity,Mound,88,88,0.310000031,NA,NA,NA,NA,0.079999998,547
10217,In-Channel,Convexity,Mound,89,89,0.369988261,NA,NA,NA,NA,0.079999998,547
10218,In-Channel,Convexity,Mound,90,90,0.170004457,NA,NA,NA,NA,0.079999998,547
10219,In-Channel,Convexity,Mound,92,92,3.69997201,NA,NA,0.130017994,NA,0.079999998,547
10220,In-Channel,Convexity,Mound,93,93,4.900106608,NA,NA,0.119991777,NA,0.079999998,547
10221,In-Channel,Convexity,Mound,94,94,0.59995616,NA,NA,NA,NA,0.079999998,547
10222,In-Channel,Convexity,Mound,95,95,0.010000001,NA,NA,NA,NA,NA,547
10223,In-Channel,Convexity,Mound,97,97,1.410084384,NA,NA,1.05E-05,NA,0.079999998,547
10224,In-Channel,Convexity,Mound,99,99,4.319979684,NA,NA,0.069987333,NA,0.079999998,547
10225,In-Channel,Convexity,Mound,100,100,0.319976151,NA,NA,NA,NA,0.079999998,547
10226,In-Channel,Convexity,Mound Transition,102,102,0.360000034,NA,NA,NA,NA,0.079999998,547
10227,In-Channel,Convexity,Mound Transition,103,103,0.170000025,NA,NA,NA,NA,0.079999998,547
10228,In-Channel,Convexity,Mound Transition,104,104,0.730000071,NA,NA,0.009999307,NA,0.079999998,547
10229,In-Channel,Convexity,Mound Transition,105,105,0.100000004,NA,NA,NA,NA,0.079999998,547
10230,In-Channel,Convexity,Mound Transition,106,106,0.27000002,NA,NA,NA,NA,0.079999998,547
10231,In-Channel,Convexity,Mound Transition,107,107,0.30000003,NA,NA,NA,NA,0.079999998,547
10232,In-Channel,Convexity,Mound Transition,108,108,0.32000003,NA,NA,NA,NA,0.079999998,547
10233,In-Channel,Convexity,Mound Transition,110,110,0.110000017,NA,NA,NA,NA,0.079999998,547
10234,In-Channel,Convexity,Mound Transition,111,111,0.330000032,NA,NA,NA,NA,0.079999998,547
10235,In-Channel,Convexity,Mound Transition,112,112,0.740000065,NA,NA,NA,NA,0.079999998,547
10236,In-Channel,Convexity,Mound Transition,114,114,0.290000023,NA,NA,NA,NA,0.079999998,547
10237,In-Channel,Convexity,Mound Transition,115,115,0.190000024,NA,NA,NA,NA,0.079999998,547
10238,In-Channel,Convexity,Mound Transition,116,116,0.079999273,NA,NA,NA,NA,0.079999998,547
10239,In-Channel,Convexity,Mound Transition,117,117,2.050005558,NA,NA,0.11999393,NA,0.079999998,547
10240,In-Channel,Convexity,Mound Transition,118,118,0.600000812,NA,NA,NA,NA,0.079999998,547
10241,In-Channel,Convexity,Mound Transition,119,119,0.150000007,NA,NA,NA,NA,0.079999998,547
10242,In-Channel,Convexity,Mound Transition,120,120,0.010002158,NA,NA,NA,NA,NA,547
10243,In-Channel,Convexity,Mound Transition,121,121,0.849998582,NA,NA,NA,NA,0.079999998,547
10244,In-Channel,Convexity,Mound Transition,122,122,0.640000058,NA,NA,NA,NA,0.079999998,547
10245,In-Channel,Convexity,Mound Transition,124,124,0.310000029,NA,NA,NA,NA,0.079999998,547
10246,In-Channel,Convexity,Mound Transition,125,125,0.60000006,NA,NA,NA,NA,0.079999998,547
10247,In-Channel,Convexity,Mound Transition,126,126,0.270000024,NA,NA,NA,NA,0.079999998,547
10248,In-Channel,Convexity,Mound Transition,127,127,0.230000027,NA,NA,NA,NA,0.079999998,547
10249,In-Channel,Convexity,Mound Transition,129,129,0.130001431,NA,NA,NA,NA,0.079999998,547
10250,In-Channel,Convexity,Mound Transition,130,130,0.450001127,NA,NA,NA,NA,0.079999998,547
10251,In-Channel,Convexity,Mound Transition,131,131,0.400000036,NA,NA,NA,NA,0.079999998,547
10252,In-Channel,Convexity,Mound Transition,132,132,0.130000018,NA,NA,NA,NA,0.079999998,547
10253,In-Channel,Convexity,Mound Transition,133,133,0.699995767,NA,NA,NA,NA,0.079999998,547
10254,In-Channel,Convexity,Mound Transition,134,134,0.220000014,NA,NA,0.140001067,NA,0.620000005,547
10255,In-Channel,Convexity,Mound Transition,135,135,0.230000016,NA,NA,NA,NA,0.079999998,547
10256,In-Channel,Convexity,Mound Transition,136,136,0.619983001,NA,NA,0.059992582,0.019997254,0.079999998,547
10257,In-Channel,Convexity,Mound Transition,137,137,0.110000009,NA,NA,0.019998337,NA,0.079999998,547
10258,In-Channel,Convexity,Mound Transition,138,138,0.320003677,NA,NA,0.040005946,NA,0.079999998,547
10259,In-Channel,Convexity,Mound Transition,139,139,0.180000025,NA,NA,NA,NA,0.079999998,547
10260,In-Channel,Convexity,Mound Transition,140,140,0.189998601,NA,NA,NA,NA,0.079999998,547
10261,In-Channel,Convexity,Mound Transition,141,141,0.189985976,NA,NA,NA,NA,0.079999998,547
10262,In-Channel,Convexity,Mound Transition,142,142,0.149997813,NA,NA,0.009997799,NA,0.079999998,547
10263,In-Channel,Convexity,Mound Transition,144,144,0.539966899,NA,NA,NA,NA,0.079999998,547
10264,In-Channel,Convexity,Mound Transition,145,145,0.240000023,NA,NA,NA,NA,0.195,547
10265,In-Channel,Convexity,Mound Transition,146,146,0.560011751,NA,NA,NA,NA,0.079999998,547
10266,In-Channel,Convexity,Mound Transition,147,147,0.450007501,NA,NA,NA,NA,0.079999998,547
10267,In-Channel,Convexity,Saddle,148,148,1.989994742,NA,NA,NA,NA,0.079999998,547
10268,In-Channel,Convexity,Saddle,149,149,1.490000143,NA,NA,NA,NA,0.079999998,547
10269,In-Channel,Convexity,Saddle,150,150,2.170000208,NA,NA,2.169984283,NA,0.709999979,547
10270,In-Channel,Planar,Plane,151,151,0.369998668,NA,NA,0.11999354,NA,0.180000007,547
10271,In-Channel,Planar,Plane,152,152,1.170000112,NA,NA,0.210030725,NA,0.159999996,547
10272,In-Channel,Planar,Plane,153,153,0.450000045,NA,NA,NA,NA,0.079999998,547
10273,In-Channel,Planar,Plane,155,155,0.600000054,NA,NA,0.150042521,NA,0.09,547
10274,In-Channel,Planar,Plane,156,156,2.090000196,NA,NA,0.290014321,NA,0.079999998,547
10275,In-Channel,Planar,Plane,158,158,2.150000193,NA,NA,NA,NA,0.079999998,547
10276,In-Channel,Planar,Plane,159,159,0.939997055,NA,NA,0.179982254,NA,0.319999993,547
10277,In-Channel,Planar,Plane,160,160,0.440000042,NA,NA,NA,NA,0.079999998,547
10278,In-Channel,Planar,Plane,161,161,10.33997796,NA,NA,5.239980966,0.12,0.409999996,547
10279,In-Channel,Planar,Plane,162,162,0.590000061,NA,NA,NA,NA,0.079999998,547
10280,In-Channel,Planar,Plane,163,163,0.470000051,NA,NA,0.099992432,NA,0.300000012,547
10281,In-Channel,Planar,Plane,164,164,1.250002392,NA,NA,0.10000529,NA,0.079999998,547
10282,In-Channel,Planar,Plane,165,165,0.650000059,NA,NA,NA,NA,0.079999998,547
10283,In-Channel,Planar,Plane,166,166,0.340000033,NA,NA,NA,NA,0.079999998,547
10284,In-Channel,Planar,Plane,167,167,0.070005028,NA,NA,NA,NA,0.079999998,547
10285,In-Channel,Planar,Plane,168,168,6.120000578,NA,NA,0.340041968,NA,0.079999998,547
10286,In-Channel,Planar,Plane,169,169,12.33001601,NA,NA,3.119965261,0.019998449,0.079999998,547
10287,In-Channel,Planar,Plane,170,170,1.040000097,NA,NA,NA,NA,0.079999998,547
10288,In-Channel,Planar,Plane,171,171,1.710000158,NA,NA,NA,NA,0.079999998,547
10289,In-Channel,Planar,Plane,174,174,0.370000043,NA,NA,NA,NA,0.079999998,547
10290,In-Channel,Planar,Plane,175,175,0.470000052,NA,NA,0.129998084,0.040000002,0.079999998,547
10291,In-Channel,Planar,Plane,176,176,0.86999721,NA,NA,NA,NA,0.079999998,547
10292,In-Channel,Planar,Plane,177,177,0.639994288,NA,NA,0.129983521,NA,0.079999998,547
10293,In-Channel,Planar,Plane,178,178,3.500002987,NA,NA,NA,NA,0.079999998,547
10294,In-Channel,Planar,Plane,179,179,4.630000445,NA,NA,1.92000974,0.170001991,0.079999998,547
10295,In-Channel,Planar,Plane,180,180,0.670000068,NA,NA,0.18998812,NA,0.079999998,547
10296,In-Channel,Planar,Plane,181,181,4.809992809,NA,NA,1.989922141,0.109992067,0.349999994,547
10297,In-Channel,Planar,Plane,182,182,0.370006532,NA,NA,NA,NA,0.079999998,547
10298,In-Channel,Planar,Plane,183,183,1.219984532,NA,NA,NA,NA,0.25,547
10299,In-Channel,Planar,Plane,185,185,3.890002517,NA,NA,0.089995659,4.41E-06,0.079999998,547
10300,In-Channel,Planar,Plane,186,186,2.689997595,NA,NA,0.329993417,0.079991619,0.079999998,547
10301,In-Channel,Planar,Wall,188,188,0.209973974,NA,NA,NA,NA,0.079999998,547
10302,In-Channel,Planar,Wall,189,189,2.870049017,NA,NA,0.019999713,NA,0.079999998,547
10303,In-Channel,Planar,Wall,190,190,3.360044565,NA,NA,0.04001507,NA,0.079999998,547
10304,In-Channel,Planar,Wall,191,191,0.31999973,NA,NA,NA,NA,0.079999998,547
10305,In-Channel,Planar,Wall,192,192,5.890053921,NA,NA,0.370033947,NA,0.079999998,547
10306,In-Channel,Planar,Wall,193,193,1.359993384,NA,NA,0.06999701,NA,0.079999998,547
10307,In-Channel,Planar,Wall,194,194,0.279980252,NA,NA,NA,NA,0.079999998,547
10308,In-Channel,Planar,Wall,195,195,0.849993675,NA,NA,NA,NA,0.079999998,547
10309,In-Channel,Planar,Wall,196,196,1.069992363,NA,NA,NA,NA,0.079999998,547
10310,In-Channel,Planar,Wall,197,197,4.550009549,NA,NA,0.01000075,NA,0.079999998,547
10311,In-Channel,Planar,Wall,198,198,0.859984414,NA,NA,NA,NA,0.079999998,547
10312,In-Channel,Planar,Wall,199,199,1.089998691,NA,NA,NA,NA,0.079999998,547
10313,In-Channel,Planar,Wall,200,200,0.420000039,NA,NA,NA,NA,0.079999998,547
10314,In-Channel,Planar,Wall,201,201,0.870002893,NA,NA,NA,NA,0.079999998,547
10315,In-Channel,Planar,Wall,202,202,0.299973292,NA,NA,NA,NA,0.079999998,547
10316,In-Channel,Planar,Wall,203,203,2.040082834,NA,NA,0.410103997,1.13E-10,0.079999998,547
10317,In-Channel,Planar,Wall,204,204,1.290010426,NA,NA,NA,NA,0.079999998,547
10318,In-Channel,Planar,Wall,205,205,0.700010891,NA,NA,0.030016912,NA,0.079999998,547
10319,In-Channel,Planar,Wall,206,206,0.799989111,NA,NA,NA,NA,0.079999998,547
10320,In-Channel,Planar,Wall,207,207,0.589987154,NA,NA,NA,NA,0.079999998,547
10321,In-Channel,Planar,Wall,208,208,1.589969064,NA,NA,NA,NA,0.095000003,547
10323,In-Channel,Concavity,Bowl,1,1,3.440000323,NA,NA,3.440000323,0.809991746,0.779999971,548
10324,In-Channel,Concavity,Bowl,2,2,8.190000776,NA,NA,7.650056859,1.470064428,0.699999988,548
10325,In-Channel,Concavity,Bowl,3,3,3.820000356,NA,NA,3.530011776,0.280048858,0.5,548
10326,In-Channel,Concavity,Bowl,4,4,3.860000368,NA,NA,3.860000368,NA,0.680000007,548
10327,In-Channel,Concavity,Bowl,5,5,2.369959214,NA,NA,1.989959226,NA,0.589999974,548
10328,In-Channel,Concavity,Bowl,6,6,0.540000054,NA,NA,0.540000054,4.05E-07,0.629999995,548
10329,In-Channel,Concavity,Bowl,7,7,10.90000104,NA,NA,10.35999367,0.010024415,0.649999976,548
10330,In-Channel,Concavity,Bowl,8,8,6.82000064,NA,NA,6.86000064,0.779992328,0.610000014,548
10331,In-Channel,Concavity,Bowl,9,9,0.950000086,NA,NA,0.950000086,NA,0.75999999,548
10332,In-Channel,Concavity,Bowl,10,10,0.580000053,NA,NA,0.580000053,0.220008389,0.779999971,548
10333,In-Channel,Concavity,Bowl,11,11,1.769981044,NA,NA,1.259970178,NA,0.460000008,548
10334,In-Channel,Concavity,Bowl,12,12,7.720000738,NA,NA,NA,NA,0.079999998,548
10335,In-Channel,Concavity,Bowl,13,13,4.280000406,NA,NA,3.71994824,1.199953306,0.730000019,548
10336,In-Channel,Concavity,Bowl,14,14,4.550000431,NA,NA,4.09000616,2.739994859,0.879999995,548
10337,In-Channel,Concavity,Bowl,15,15,5.04000048,NA,NA,4.57998326,NA,0.579999983,548
10338,In-Channel,Concavity,Bowl,16,16,3.920000371,NA,NA,4.160000372,3.840002696,0.920000017,548
10339,In-Channel,Concavity,Bowl,17,17,2.720000266,NA,NA,NA,NA,0.079999998,548
10340,In-Channel,Concavity,Bowl Transition,18,18,3.720000344,NA,NA,3.720000344,1.66998049,0.790000021,548
10341,In-Channel,Concavity,Bowl Transition,19,19,2.640000252,NA,NA,0.450003715,0.169999812,0.300000012,548
10342,In-Channel,Concavity,Bowl Transition,20,20,5.849996683,NA,NA,4.370010739,1.039971306,0.610000014,548
10343,In-Channel,Concavity,Bowl Transition,21,21,12.34000117,NA,NA,10.54001341,3.189939393,0.579999983,548
10344,In-Channel,Concavity,Bowl Transition,23,23,0.330000029,NA,NA,0.330000029,0.210011566,0.920000017,548
10345,In-Channel,Concavity,Bowl Transition,26,26,4.369988932,NA,NA,2.299905219,1.53E-05,0.389999986,548
10346,In-Channel,Concavity,Bowl Transition,27,27,1.200000112,NA,NA,0.819998534,0.489994757,0.639999986,548
10347,In-Channel,Concavity,Bowl Transition,28,28,2.480000236,NA,NA,0.999987085,0.539992771,0.300000012,548
10348,In-Channel,Concavity,Bowl Transition,29,29,2.760000266,NA,NA,1.430019815,NA,0.370000005,548
10349,In-Channel,Concavity,Bowl Transition,30,30,0.920000091,NA,NA,0.820006516,0.480010614,0.875,548
10350,In-Channel,Concavity,Bowl Transition,31,31,3.540029557,NA,NA,NA,NA,0.079999998,548
10351,In-Channel,Concavity,Bowl Transition,32,32,0.140000015,NA,NA,NA,NA,0.230000004,548
10352,In-Channel,Concavity,Trough,34,34,3.769993318,NA,NA,1.239980554,0.850000222,0.079999998,548
10353,In-Channel,Concavity,Trough,36,36,44.17000419,NA,NA,39.88000526,15.61997344,0.709999979,548
10354,In-Channel,Concavity,Trough,37,37,12.97994383,NA,NA,12.85994045,3.029937945,0.730000019,548
10355,In-Channel,Concavity,Trough,38,38,5.540000515,NA,NA,4.900053303,2.269929088,0.620000005,548
10356,In-Channel,Concavity,Trough,39,39,13.72000114,NA,NA,11.96992129,8.639893551,0.920000017,548
10357,In-Channel,Concavity,Trough,40,40,10.10000097,NA,NA,9.960026573,9.800037573,0.920000017,548
10358,In-Channel,Concavity,Trough,41,41,3.340000318,NA,NA,1.320017093,1.240017093,0.079999998,548
10359,In-Channel,Concavity,Trough,42,42,3.220000309,NA,NA,1.790011857,1.289996893,0.74000001,548
10360,In-Channel,Concavity,Trough,43,43,1.370000133,NA,NA,0.220031145,NA,0.310000002,548
10361,In-Channel,Concavity,Trough,44,44,1.130000107,NA,NA,1.110006462,1.000034453,0.920000017,548
10362,In-Channel,Concavity,Trough,45,45,3.819992834,NA,NA,2.139931501,0.909916198,0.459999993,548
10363,In-Channel,Concavity,Trough,46,46,12.66000121,NA,NA,11.55999687,5.950007611,0.730000019,548
10364,In-Channel,Concavity,Trough,47,47,0.800000074,NA,NA,0.689998199,0.449974986,0.920000017,548
10365,In-Channel,Concavity,Trough,48,48,2.159967934,NA,NA,0.860008338,0.460043101,0.079999998,548
10366,In-Channel,Concavity,Trough,49,49,1.770000173,NA,NA,NA,NA,0.230000004,548
10367,In-Channel,Convexity,Mound,51,51,2.289981642,NA,NA,0.360014566,0.070013419,0.079999998,548
10368,In-Channel,Convexity,Mound,52,52,1.42E-07,NA,NA,NA,NA,NA,548
10369,In-Channel,Convexity,Mound,53,53,0.009996488,NA,NA,NA,NA,NA,548
10370,In-Channel,Convexity,Mound,54,54,1.530050198,NA,NA,0.049996813,2.88E-07,0.079999998,548
10371,In-Channel,Convexity,Mound,55,55,1.040000105,NA,NA,0.640001942,0.090000525,0.479999989,548
10372,In-Channel,Convexity,Mound,57,57,0.530026254,NA,NA,0.010007886,NA,0.079999998,548
10373,In-Channel,Convexity,Mound,58,58,1.220075097,NA,NA,3.90E-06,NA,0.079999998,548
10374,In-Channel,Convexity,Mound,59,59,1.33994428,NA,NA,0.23995984,0.059987544,0.079999998,548
10375,In-Channel,Convexity,Mound,60,60,1.329821756,NA,NA,NA,NA,0.079999998,548
10376,In-Channel,Convexity,Mound,61,61,6.090193966,NA,NA,0.170035215,NA,0.079999998,548
10377,In-Channel,Convexity,Mound,62,62,1.200290628,NA,NA,0.020022768,NA,0.079999998,548
10378,In-Channel,Convexity,Mound,63,63,0.370154713,NA,NA,NA,NA,0.079999998,548
10379,In-Channel,Convexity,Mound,64,64,0.299940234,NA,NA,NA,NA,0.079999998,548
10380,In-Channel,Convexity,Mound,65,65,1.570104453,NA,NA,0.140030814,0.080023266,0.079999998,548
10381,In-Channel,Convexity,Mound,66,66,1.809917475,NA,NA,0.369944283,0.199968043,0.079999998,548
10382,In-Channel,Convexity,Mound,67,67,3.560094753,NA,NA,1.530124654,1.030112656,0.400000006,548
10383,In-Channel,Convexity,Mound,68,68,1.030011864,NA,NA,0.280076042,0.140053809,0.079999998,548
10384,In-Channel,Convexity,Mound,69,69,3.289718768,NA,NA,0.719896179,0.55993828,0.079999998,548
10385,In-Channel,Convexity,Mound,70,70,0.559930949,NA,NA,0.059987315,NA,0.079999998,548
10386,In-Channel,Convexity,Mound,71,71,1.350179443,NA,NA,0.080063043,0.010017129,0.079999998,548
10387,In-Channel,Convexity,Mound,72,72,4.46E-06,NA,NA,NA,NA,NA,548
10388,In-Channel,Convexity,Mound,73,73,0.280059345,NA,NA,0.020013417,3.63E-07,0.079999998,548
10389,In-Channel,Convexity,Mound,74,74,1.489767987,NA,NA,NA,NA,0.079999998,548
10390,In-Channel,Convexity,Mound,75,75,1.670075801,NA,NA,NA,NA,0.079999998,548
10391,In-Channel,Convexity,Mound,76,76,0.44999712,NA,NA,NA,NA,0.195,548
10392,In-Channel,Convexity,Mound,77,77,1.92981803,NA,NA,NA,NA,0.079999998,548
10393,In-Channel,Convexity,Mound Transition,78,78,0.450000061,NA,NA,0.36999246,0.179996059,0.660000026,548
10394,In-Channel,Convexity,Mound Transition,79,79,1.440000125,NA,NA,0.269996095,NA,0.079999998,548
10395,In-Channel,Convexity,Mound Transition,80,80,0.290000027,NA,NA,0.250003149,0.039996037,0.660000026,548
10396,In-Channel,Convexity,Mound Transition,81,81,1.640017489,NA,NA,0.139991171,0.009997076,0.079999998,548
10397,In-Channel,Convexity,Mound Transition,82,82,1.020000098,NA,NA,0.880008679,0.140008542,0.610000014,548
10398,In-Channel,Convexity,Mound Transition,83,83,0.390000041,NA,NA,0.229983334,0.109987491,0.589999974,548
10399,In-Channel,Convexity,Mound Transition,84,84,1.270021024,NA,NA,0.15001815,7.78E-06,0.079999998,548
10400,In-Channel,Convexity,Mound Transition,85,85,0.130000019,NA,NA,NA,NA,0.079999998,548
10401,In-Channel,Convexity,Mound Transition,86,86,0.110000006,NA,NA,0.109999082,0.030003653,0.219999999,548
10402,In-Channel,Convexity,Mound Transition,87,87,0.790000074,NA,NA,0.790000074,0.790000074,0.920000017,548
10403,In-Channel,Convexity,Mound Transition,88,88,3.679976395,NA,NA,1.009936613,0.110004228,0.079999998,548
10404,In-Channel,Convexity,Mound Transition,89,89,0.130000019,NA,NA,0.130000019,NA,0.589999974,548
10405,In-Channel,Convexity,Mound Transition,90,90,1.949932654,NA,NA,0.319922474,NA,0.079999998,548
10406,In-Channel,Convexity,Mound Transition,91,91,1.41000014,NA,NA,0.049979893,NA,0.079999998,548
10407,In-Channel,Convexity,Mound Transition,92,92,3.07000029,NA,NA,1.080073522,0.07003575,0.319999993,548
10408,In-Channel,Convexity,Mound Transition,93,93,0.049979497,NA,NA,NA,NA,NA,548
10409,In-Channel,Convexity,Mound Transition,94,94,0.620000056,NA,NA,0.339997362,0.219993809,0.504999995,548
10410,In-Channel,Convexity,Mound Transition,95,95,2.830093225,NA,NA,0.080169168,3.85E-05,0.079999998,548
10411,In-Channel,Convexity,Mound Transition,96,96,0.579918905,NA,NA,NA,NA,0.079999998,548
10412,In-Channel,Convexity,Mound Transition,97,97,0.200000017,NA,NA,0.010004158,7.18E-11,0.079999998,548
10413,In-Channel,Convexity,Mound Transition,98,98,0.199976226,NA,NA,NA,NA,0.079999998,548
10414,In-Channel,Convexity,Mound Transition,99,99,1.150004079,NA,NA,0.130057247,0.070064795,0.079999998,548
10415,In-Channel,Convexity,Mound Transition,100,100,0.319987839,NA,NA,0.079984652,0.029988435,0.079999998,548
10416,In-Channel,Convexity,Mound Transition,101,101,0.180000017,NA,NA,NA,NA,0.079999998,548
10417,In-Channel,Convexity,Mound Transition,102,102,0.650000057,NA,NA,0.340006949,0.300006949,0.079999998,548
10418,In-Channel,Convexity,Mound Transition,103,103,0.150000012,NA,NA,0.150000012,0.110007765,0.920000017,548
10419,In-Channel,Convexity,Mound Transition,104,104,0.160000015,NA,NA,0.14999977,0.129999526,0.920000017,548
10420,In-Channel,Convexity,Mound Transition,105,105,0.150000015,NA,NA,0.150000015,0.150000015,0.920000017,548
10421,In-Channel,Convexity,Mound Transition,106,106,0.449992267,NA,NA,0.269965934,0.109974221,0.629999995,548
10422,In-Channel,Convexity,Mound Transition,107,107,0.460000042,NA,NA,0.280008288,0.200011258,0.659999996,548
10423,In-Channel,Convexity,Mound Transition,108,108,0.160000012,NA,NA,0.129958418,0.069973713,0.765000015,548
10424,In-Channel,Convexity,Mound Transition,109,109,0.15999684,NA,NA,0.020000604,NA,0.079999998,548
10425,In-Channel,Convexity,Mound Transition,110,110,0.490070991,NA,NA,3.78E-06,NA,0.079999998,548
10426,In-Channel,Convexity,Mound Transition,111,111,2.070043456,NA,NA,0.480042168,0.230070941,0.079999998,548
10427,In-Channel,Convexity,Mound Transition,112,112,0.670004174,NA,NA,0.300057923,0.110037724,0.079999998,548
10428,In-Channel,Convexity,Mound Transition,113,113,1.719938428,NA,NA,0.309909217,0.039983494,0.079999998,548
10429,In-Channel,Convexity,Mound Transition,114,114,0.519995932,NA,NA,0.159956928,0.079976404,0.079999998,548
10430,In-Channel,Convexity,Mound Transition,115,115,0.019992127,NA,NA,NA,NA,0.079999998,548
10431,In-Channel,Convexity,Mound Transition,116,116,0.660000066,NA,NA,NA,NA,0.230000004,548
10432,In-Channel,Convexity,Mound Transition,117,117,0.239998772,NA,NA,NA,NA,0.230000004,548
10433,In-Channel,Convexity,Mound Transition,118,118,0.749998402,NA,NA,NA,NA,0.079999998,548
10434,In-Channel,Convexity,Saddle,119,119,16.15000064,NA,NA,12.73003011,11.98000729,0.920000017,548
10435,In-Channel,Convexity,Saddle,120,120,1.560000143,NA,NA,1.289983149,1.009985719,0.870000005,548
10436,In-Channel,Convexity,Saddle,121,121,4.929966632,NA,NA,4.069945849,2.309951443,0.829999983,548
10437,In-Channel,Convexity,Saddle,122,122,1.030000097,NA,NA,0.400008223,NA,0.340000004,548
10438,In-Channel,Convexity,Saddle,123,123,6.93000066,NA,NA,3.129971968,1.68995875,0.330000013,548
10439,In-Channel,Convexity,Saddle,124,124,5.189981359,NA,NA,NA,NA,0.079999998,548
10440,In-Channel,Planar,Plane,125,125,3.780000382,NA,NA,3.769984506,0.409992108,0.660000026,548
10441,In-Channel,Planar,Plane,126,126,0.650000065,NA,NA,0.589992125,0.310000084,0.920000017,548
10442,In-Channel,Planar,Plane,127,127,1.390000138,NA,NA,1.300009788,0.309991123,0.680000007,548
10443,In-Channel,Planar,Plane,128,128,2.910012648,NA,NA,1.600019869,0.979993935,0.529999971,548
10444,In-Channel,Planar,Plane,129,129,10.95000018,NA,NA,7.799910782,4.709964792,0.779999971,548
10445,In-Channel,Planar,Plane,130,130,29.01986307,NA,NA,17.77998857,5.340031314,0.620000005,548
10446,In-Channel,Planar,Plane,131,131,31.29982473,NA,NA,22.6700702,18.84008147,0.920000017,548
10447,In-Channel,Planar,Plane,132,132,0.670000064,NA,NA,0.660004062,0.630011084,0.920000017,548
10448,In-Channel,Planar,Plane,133,133,2.460000237,NA,NA,0.859997403,0.180004103,0.300000012,548
10449,In-Channel,Planar,Plane,134,134,0.439971105,NA,NA,0.089993351,2.93E-07,0.079999998,548
10450,In-Channel,Planar,Plane,135,135,2.510054885,NA,NA,0.41010883,NA,0.079999998,548
10451,In-Channel,Planar,Plane,136,136,3.49000033,NA,NA,2.770092847,1.650024037,0.75999999,548
10452,In-Channel,Planar,Plane,137,137,2.149996412,NA,NA,1.829905861,1.349878324,0.920000017,548
10453,In-Channel,Planar,Plane,138,138,2.479963831,NA,NA,0.459964847,0.339966323,0.079999998,548
10454,In-Channel,Planar,Plane,139,139,0.58000005,NA,NA,NA,NA,0.180000007,548
10455,In-Channel,Planar,Wall,140,140,1.170034424,NA,NA,0.060008807,NA,0.079999998,548
10456,In-Channel,Planar,Wall,141,141,3.649928934,NA,NA,0.799946885,NA,0.195,548
10457,In-Channel,Planar,Wall,142,142,0.019996004,NA,NA,NA,NA,NA,548
10458,In-Channel,Planar,Wall,143,143,1.75002382,NA,NA,0.300034016,NA,0.079999998,548
10459,In-Channel,Planar,Wall,144,144,4.039879004,NA,NA,1.229910717,0.239958904,0.079999998,548
10460,In-Channel,Planar,Wall,145,145,6.360297951,NA,NA,1.860267797,0.510080685,0.079999998,548
10461,In-Channel,Planar,Wall,146,146,0.429946647,NA,NA,0.129973587,NA,0.079999998,548
10462,In-Channel,Planar,Wall,147,147,2.720072087,NA,NA,0.800074991,0.02000385,0.405000001,548
10463,In-Channel,Planar,Wall,148,148,1.529869532,NA,NA,1.009830912,0.379961275,0.75,548
10464,In-Channel,Planar,Wall,149,149,0.140074366,NA,NA,NA,NA,0.079999998,548
10465,In-Channel,Planar,Wall,150,150,0.230069481,NA,NA,3.97E-06,NA,0.079999998,548
10466,In-Channel,Planar,Wall,151,151,0.029988006,NA,NA,NA,NA,NA,548
10467,In-Channel,Planar,Wall,152,152,2.120132689,NA,NA,NA,NA,0.079999998,548
10468,In-Channel,Planar,Wall,153,153,1.939840288,NA,NA,NA,NA,0.079999998,548
10469,In-Channel,Planar,Wall,154,154,0.469926883,NA,NA,0.109971942,0.0099971,0.079999998,548
10470,In-Channel,Planar,Wall,155,155,0.879932854,NA,NA,0.489942269,NA,0.569999993,548
10471,In-Channel,Planar,Wall,156,156,2.380415563,NA,NA,0.320146521,0.11009578,0.079999998,548
10472,In-Channel,Planar,Wall,157,157,1.829778273,NA,NA,0.679862766,NA,0.540000021,548
10473,In-Channel,Planar,Wall,158,158,0.189961383,NA,NA,NA,NA,0.079999998,548
10474,In-Channel,Planar,Wall,159,159,2.130284522,NA,NA,0.210108061,0.040047502,0.079999998,548
10475,In-Channel,Planar,Wall,160,160,0.58997365,NA,NA,NA,NA,0.079999998,548
10476,In-Channel,Planar,Wall,161,161,0.660018622,NA,NA,NA,NA,0.079999998,548
10478,In-Channel,Concavity,Bowl,4,4,1.490000143,NA,NA,NA,NA,0.079999998,664
10479,In-Channel,Concavity,Bowl,5,5,0.420000036,NA,NA,NA,NA,0.079999998,664
10480,In-Channel,Concavity,Bowl,6,6,9.720000923,NA,NA,0.639992301,NA,0.219999999,664
10481,In-Channel,Concavity,Bowl,7,7,1.770000166,NA,NA,NA,NA,0.25999999,664
10482,In-Channel,Concavity,Bowl,8,8,1.890000175,NA,NA,0.289978559,0.04,0.200000003,664
